algo,m,n,iter,opt,eta,rho,row_resid,col_resid,cost,time,rel_err,abs_err,rel_conv,grad_norm,cg_iter,cg_time,kkt_err,Delta_p,Delta_d,Delta_c,newton_iter
our,5000,5000,0,0.00045949154617637954,0.0001,0.0,1.8820401196685e-18,3.2524927812438965e-17,0.4998803139463323,0.0,1086.8988266618712,0.49942082240015595,1.0,,[],[],0.00017304893962615244,3.2001338145247454e-17,0.0,0.00017304893962615244,0
our,5000,5000,1,0.00045949154617637954,0.0001,0.0,2.0046243843951554e-18,4.893526502095264e-06,0.001192707812887799,9.776510875,1.5957122014818712,0.0007332162667114195,0.9976140132355446,,"[42, 46, 73, 178]","[0.5927493750000004, 0.6456086250000004, 0.9840086669999994, 2.6498107500000003]",4.814750004038134e-06,4.814750004038134e-06,3.8869111106695e-22,3.210249418380801e-07,4
our,5000,5000,2,0.00045949154617637954,0.0001,0.0,2.115839634464251e-18,8.409504768711631e-07,0.0007365310378631262,18.714991834000003,0.6029261996049929,0.00027703949168674663,0.38247152411970203,,"[39, 85, 193]","[0.5036121659999999, 1.4281882910000014, 3.686774875000001]",8.274127687216274e-07,8.274127687216274e-07,3.7804114459870784e-22,1.243560051815578e-07,3
our,5000,5000,3,0.00045949154617637954,0.0001,0.0,2.1598054367164922e-18,2.471247662731963e-07,0.0006062354641812197,25.495757043,0.3193615186741898,0.00014674391800484018,0.17690438960987823,,"[67, 219]","[0.9109429999999996, 3.432297417000001]",2.4314652611002286e-07,2.4314652611002286e-07,4.33720777758027e-22,6.826766958408027e-08,2
our,5000,5000,4,0.00045949154617637954,0.0001,0.0,2.182121648299569e-18,5.1979735835072694e-08,0.0005484286738228915,32.93213421,0.19355552542064114,8.893712764651194e-05,0.09535369303477151,,"[86, 251]","[1.329214583999999, 3.999461458000006]",5.114296064702202e-08,5.114296064702202e-08,4.317024706963044e-22,4.370098575565312e-08,2
our,5000,5000,5,0.00045949154617637954,0.0001,0.0,2.1626299422741946e-18,4.903920802478632e-09,0.0005188132439609799,40.800739002,0.129102914467613,5.9321697784600375e-05,0.05400051323989583,,"[107, 268]","[1.7211444169999979, 3.7194685420000013]",3.0568373296959384e-08,4.824976975893986e-09,4.350201660689114e-22,3.0568373296959384e-08,2
our,5000,5000,6,0.00045949154617637954,0.0001,0.0,2.2461534473018894e-18,9.666721927191558e-10,0.0005015846112529569,48.066405377,0.09160792059582223,4.2093065076577365e-05,0.03320777352653469,,"[115, 267]","[1.4897982079999963, 3.2521162500000003]",2.2687232674961004e-08,9.511106033256956e-10,4.480715593470824e-22,2.2687232674961004e-08,2
our,5000,5000,7,0.00045949154617637954,0.0001,0.0,2.1990956899516963e-18,3.376248176268993e-10,0.0004907458891309283,54.96618312700001,0.06801940800571664,3.125434295454875e-05,0.02160896063966859,,"[114, 267]","[1.3639407080000012, 3.2609793329999945]",1.7616790578551803e-08,3.321896982342821e-10,4.28736667857862e-22,1.7616790578551803e-08,2
our,5000,5000,8,0.00045949154617637954,0.0001,0.0,2.1988493591156537e-18,4.5929554312328207e-07,0.0004885030211684038,57.742968711,0.06313821273414234,2.901147499202424e-05,0.004570324504391567,,[120],[1.455997042],4.519017557503093e-07,4.519017557503093e-07,4.462063279539856e-22,1.4155532910922516e-08,1
our,5000,5000,9,0.00045949154617637954,0.0001,0.0,2.154635277455227e-18,2.77473098099873e-07,0.0004815352868669961,61.053119794,0.04797420295117875,2.2043740690616553e-05,0.0142634415745111,,[162],[2.0064422079999957],2.7300630733783023e-07,2.7300630733783023e-07,4.444350607051803e-22,1.168412569898209e-08,1
our,5000,5000,10,0.00045949154617637954,0.0001,0.0,2.1803364825999654e-18,1.7496931404555162e-07,0.00047680626418338494,64.627828835,0.03768234290943627,1.7314718007005404e-05,0.009820718881018044,,[186],[2.297298665999989],1.72152639849128e-07,1.72152639849128e-07,4.166317775319952e-22,9.87133672296929e-09,1
our,5000,5000,11,0.00045949154617637954,0.0001,0.0,2.185640936287676e-18,1.1441937041507569e-07,0.0004734656844979681,68.166137252,0.030412177194277384,1.3974138321588543e-05,0.007006157293546037,,[184],[2.2785502079999986],1.1257743550221849e-07,1.1257743550221849e-07,4.531731604901955e-22,8.487004184560953e-09,1
our,5000,5000,12,0.00045949154617637954,0.0001,0.0,2.1186203154749954e-18,8.028833974173046e-08,0.0004710315394722745,71.70977004400001,0.02511470209174474,1.1539993295894943e-05,0.0051411223778014825,,[198],[2.260000749999989],7.899584970679011e-08,7.899584970679011e-08,4.511612041497211e-22,7.422188371372476e-09,1
our,5000,5000,13,0.00045949154617637954,0.0001,0.0,2.16281456677838e-18,5.890973694026511e-08,0.0004691924962497572,75.41628796100001,0.02111235811431859,9.700950073377682e-06,0.003904288924214404,,[198],[2.4233088750000036],5.796140187441151e-08,5.796140187441151e-08,4.505331238547e-22,6.55392504696231e-09,1
our,5000,5000,14,0.00045949154617637954,0.0001,0.0,2.0944390409363016e-18,4.2445721535442456e-08,0.000467757352356768,78.93864762800001,0.017989027761602352,8.265806180388481e-06,0.0030587528668089684,,[189],[2.2627744579999955],4.1762425900149874e-08,4.1762425900149874e-08,4.55882651332594e-22,5.838934638957385e-09,1
our,5000,5000,15,0.00045949154617637954,0.0001,0.0,2.137336807360124e-18,3.072533829729413e-08,0.00046661898534098304,82.08644825300001,0.015511578447773176,7.1274391646035016e-06,0.00243366995740288,,[164],[1.8650352500000054],3.023071860909073e-08,3.023071860909073e-08,4.298739942173341e-22,5.257784678490708e-09,1
our,5000,5000,16,0.00045949154617637954,0.0001,0.0,2.0955938061213396e-18,2.299144252616307e-08,0.0004657045362345446,86.12617108700002,0.013521445845665616,6.212990058165077e-06,0.001959734033903889,,[219],[2.616525457999998],2.2621323895617713e-08,2.2621323895617713e-08,4.325354315188007e-22,4.764649467525592e-09,1
our,5000,5000,17,0.00045949154617637954,0.0001,0.0,2.09831651713155e-18,1.7769547855380537e-08,0.00046496014486659175,89.33022679500002,0.011901413063458299,5.468598690212215e-06,0.0015984198349701302,,[167],[1.8601270840000126],1.7483491827788553e-08,1.7483491827788553e-08,4.610798030298893e-22,4.334567634282609e-09,1
our,5000,5000,18,0.00045949154617637954,0.0001,0.0,2.040371256439944e-18,1.4160872016765087e-08,0.0004643450742764664,93.37137471200002,0.010562823495829432,4.8535281000868565e-06,0.0013228458329516337,,[224],[2.6437552080000017],1.3932908827756441e-08,1.3932908827756441e-08,4.534530451275675e-22,3.966762699894394e-09,1
our,5000,5000,19,0.00045949154617637954,0.0001,0.0,2.0246037871941304e-18,1.1510246183288804e-08,0.00046382938225123996,97.55440154500002,0.009440513347758762,4.337836074860422e-06,0.001110579294999469,,[229],[2.825908042000009],1.1324953044341523e-08,1.1324953044341523e-08,4.3805978742339725e-22,3.6492399754914976e-09,1
our,5000,5000,20,0.00045949154617637954,0.0001,0.0,2.055987123359476e-18,9.307388164063893e-09,0.0004633921437470964,100.90456287800002,0.008488943057114652,3.900597570716854e-06,0.0009426709925563357,,[158],[1.900853916999992],9.15755686238209e-09,9.15755686238209e-09,4.242214025790104e-22,3.3692024394197357e-09,1
our,5000,5000,21,0.00045949154617637954,0.0001,0.0,2.056754748579358e-18,7.483456009926481e-09,0.0004630184311424465,104.29507492000002,0.007675625363329615,3.5268849660669596e-06,0.0008064716022761361,,[158],[1.9828074579999964],7.362986557564432e-09,7.362986557564432e-09,4.568715693793967e-22,3.124946097201016e-09,1
our,5000,5000,22,0.00045949154617637954,0.0001,0.0,2.059009147634148e-18,6.111144451831844e-09,0.0004626967272556864,108.33424962800002,0.006975495209821632,3.2051810793068706e-06,0.0006947971508743624,,[233],[2.6782752089999917],6.012766613512088e-09,6.012766613512088e-09,4.352276051183142e-22,2.9092659134560173e-09,1
our,5000,5000,23,0.00045949154617637954,0.0001,0.0,2.0078721238097424e-18,5.098132180191675e-09,0.00046241816057318466,112.49900525300002,0.006369245356435177,2.9266143968051253e-06,0.0006020502547185928,,[234],[2.837326208999997],5.016061918670479e-09,5.016061918670479e-09,4.481016960398262e-22,2.718064840942826e-09,1
our,5000,5000,24,0.00045949154617637954,0.0001,0.0,1.9931268555720835e-18,4.297742187277624e-09,0.0004621750230263207,116.79141492000002,0.005840100590035867,2.683476849941167e-06,0.0005257958436636228,,[235],[2.934802250000004],4.228556687021079e-09,4.228556687021079e-09,4.394155138553282e-22,2.547955209987651e-09,1
our,5000,5000,25,0.00045949154617637954,0.0001,0.0,2.0040620544203743e-18,3.638311204570321e-09,0.0004619613447074118,120.82731258700002,0.005375068489473827,2.4697985310322655e-06,0.0004623320349718091,,[237],[2.7468257079999887],3.5797412927867947e-09,3.5797412927867947e-09,4.444805961579737e-22,2.3990509563967893e-09,1
our,5000,5000,26,0.00045949154617637954,0.0001,0.0,1.9107557674516985e-18,3.092059704361646e-09,0.00046177260076841423,124.89090858700001,0.004964301543774421,2.2810545920346967e-06,0.0004085708494010724,,[237],[2.7812516669999923],3.0422834059827817e-09,3.0422834059827817e-09,4.609531655219202e-22,2.2658489477267547e-09,1
our,5000,5000,27,0.00045949154617637954,0.0001,0.0,1.9356876379604243e-18,2.6515235927132004e-09,0.0004616050508776946,129.337788837,0.004599659599621408,2.1135047013150676e-06,0.0003628406935379386,,[240],[3.1284261669999864],2.608839090430364e-09,2.608839090430364e-09,4.213689590579664e-22,2.1454431661727505e-09,1
our,5000,5000,28,0.00045949154617637954,0.0001,0.0,1.9561737690317136e-18,2.307423876534112e-09,0.0004614555720633974,133.420546671,0.0042743460752680765,1.964025887017868e-06,0.00032382404398084713,,[236],[2.80988745800002],2.2702787272335135e-09,2.2702787272335135e-09,4.40099454263356e-22,2.036060338194076e-09,1
our,5000,5000,29,0.00045949154617637954,0.0001,0.0,1.9691224738826335e-18,2.037267901184271e-09,0.0004613216133046385,137.533898504,0.003982809136506929,1.8300671282589802e-06,0.0002902961127111143,,[236],[2.872754250000014],2.0044717508434524e-09,2.0044717508434524e-09,4.437323978326895e-22,1.9348143946933618e-09,1
our,5000,5000,30,0.00045949154617637954,0.0001,0.0,1.951315767799859e-18,1.813861073616765e-09,0.00046120111988624227,141.73779212899998,0.0037205770684766814,1.7095737098627318e-06,0.00026119179097875756,,[245],[2.8637808750000033],1.841362051679762e-09,1.7846613495975952e-09,4.5968652541365e-22,1.841362051679762e-09,1
our,5000,5000,31,0.00045949154617637954,0.0001,0.0,1.9218552544081983e-18,1.620474868225462e-09,0.0004610922741923138,146.13949437899998,0.0034836941598916796,1.6007280159342514e-06,0.0002360048344100461,,[243],[3.140264790999993],1.755175596666833e-09,1.5943882954330734e-09,4.4633381445878845e-22,1.755175596666833e-09,1
our,5000,5000,32,0.00045949154617637954,0.0001,0.0,1.957455564340469e-18,1.4552100467498196e-09,0.00046099358409093624,150.67379096199997,0.0032689130563027555,1.5020379145567076e-06,0.0002140354694739079,,[256],[3.313183084000002],1.6771289195510667e-09,1.4317839242241892e-09,4.042999673519152e-22,1.6771289195510667e-09,1
our,5000,5000,33,0.00045949154617637954,0.0001,0.0,1.9460741234837605e-18,1.311034640592804e-09,0.00046090380916738037,155.10223117099997,0.0030735342200588116,1.4122629910008361e-06,0.00019474224079041053,,[261],[3.2030114590000096],1.6057691693718071e-09,1.2899294687349896e-09,4.453606262167435e-22,1.6057691693718071e-09,1
our,5000,5000,34,0.00045949154617637954,0.0001,0.0,1.954760201494687e-18,1.1786489591435444e-09,0.0004608218717992615,159.55418554599996,0.002895212401516777,1.3303256228819728e-06,0.00017777541970608277,,[263],[3.1828241249999962],1.5385225724168599e-09,1.159674945740275e-09,4.616316253626081e-22,1.5385225724168599e-09,1
our,5000,5000,35,0.00045949154617637954,0.0001,0.0,1.8985626757708664e-18,1.0480436525579257e-09,0.0004607468795135434,163.97221821199994,0.0027320052950049684,1.2553333371638888e-06,0.00016273595136723763,,[260],[3.1523346670000194],1.4757581097469009e-09,1.0311721369496692e-09,4.638842782642027e-22,1.4757581097469009e-09,1
our,5000,5000,36,0.00045949154617637954,0.0001,0.0,1.889514389346275e-18,9.228044280179506e-10,0.0004606780779159614,168.37044904499993,0.002582271098250853,1.1865317395818621e-06,0.00014932623668480926,,[261],[3.158842624999977],1.416675942880746e-09,9.079490264584125e-10,4.480244356406105e-22,1.416675942880746e-09,1
our,5000,5000,37,0.00045949154617637954,0.0001,0.0,1.892932632621326e-18,8.10955904579308e-10,0.0004606148124949509,172.73641154499992,0.0024445853855604932,1.123266318571372e-06,0.00013733108659455534,,[265],[3.1308673750000082],1.360620728218268e-09,7.979010521708952e-10,4.591594529679371e-22,1.360620728218268e-09,1
our,5000,5000,38,0.00045949154617637954,0.0001,0.0,1.892775227252325e-18,7.175997966817235e-10,0.00046055651251705385,177.18927133699992,0.0023177060590914883,1.0649663406743113e-06,0.0001265699155033136,,[265],[3.225338042000004],1.3072591484656201e-09,7.060478005977358e-10,4.319492279340715e-22,1.3072591484656201e-09,1
our,5000,5000,39,0.00045949154617637954,0.0001,0.0,1.8484088085689437e-18,6.412796178098653e-10,0.0004605026666612288,181.5384611279999,0.002200520321349091,1.0111204848492375e-06,0.00011691476368620454,,[274],[3.093113458000005],1.2578914719036245e-09,6.309562318948517e-10,4.601088611801718e-22,1.2578914719036245e-09,1
our,5000,5000,40,0.00045949154617637954,0.0001,0.0,1.88812169838858e-18,5.781251471103786e-10,0.00046045282776191715,186.13715391999992,0.002092054997609494,9.612815855376084e-07,0.00010822716765784397,,[283],[3.3751161250000052],1.2118089791012594e-09,5.688184284262929e-10,4.4688631209523415e-22,1.2118089791012594e-09,1
our,5000,5000,41,0.00045949154617637954,0.0001,0.0,1.8966345952661232e-18,5.234380515646717e-10,0.00046040661246204994,190.8714467949999,0.0019914757807516915,9.150662856704074e-07,0.00010036923888997638,,[288],[3.5107064580000156],1.1677898168143666e-09,5.15011691426547e-10,4.328915234151995e-22,1.1677898168143666e-09,1
our,5000,5000,42,0.00045949154617637954,0.0001,0.0,1.8717668283355307e-18,4.757686521664319e-10,0.0004603636681500014,195.57979200399993,0.0018980152755347823,8.721219736218641e-07,9.327475080971625e-05,,[289],[3.4111361660000057],1.126091648600638e-09,4.681096789725635e-10,4.43089720075516e-22,1.126091648600638e-09,1
our,5000,5000,43,0.00045949154617637954,0.0001,0.0,1.8612712293095278e-18,4.3307232656414136e-10,0.0004603236952655238,200.26022079599994,0.0018110215434188864,8.321490891442774e-07,8.682892948138187e-05,,[281],[3.4705744589999767],1.0866593224586597e-09,4.2610068325587087e-10,4.659565362216799e-22,1.0866593224586597e-09,1
our,5000,5000,44,0.00045949154617637954,0.0001,0.0,1.8729901248693368e-18,3.952918930024192e-10,0.00046028643148991245,204.84129554599994,0.0017299236953268965,7.948853135329118e-07,8.095124364578076e-05,,[264],[3.351277792000019],1.0495421363428845e-09,3.889284430389274e-10,4.567656606279364e-22,1.0495421363428845e-09,1
our,5000,5000,45,0.00045949154617637954,0.0001,0.0,1.849235761759033e-18,3.6135575345201244e-10,0.00046025164942993676,209.32929758799995,0.0016542268511409097,7.601032535572202e-07,7.556612056346033e-05,,[259],[3.2641344159999903],1.0144475776156162e-09,3.555386109888917e-10,4.387486038866442e-22,1.0144475776156162e-09,1
our,5000,5000,46,0.00045949154617637954,0.0001,0.0,1.8909070446778008e-18,3.31102878908949e-10,0.0004602191262116431,213.98982479599994,0.0015834459661294871,7.275800352635892e-07,7.066399074053066e-05,,[266],[3.3646173330000124],9.811016072716504e-10,3.257727503634281e-10,4.67505157069976e-22,9.811016072716504e-10,1
our,5000,5000,47,0.00045949154617637954,0.0001,0.0,1.831553872258513e-18,3.0420707133365493e-10,0.0004601886817458527,218.30979879599994,0.0015171891088624095,6.97135569473152e-07,6.615210897696704e-05,,[267],[3.093048082999985],9.497217867792633e-10,2.9930991429289505e-10,4.335101476920582e-22,9.497217867792633e-10,1
our,5000,5000,48,0.00045949154617637954,0.0001,0.0,1.8225271139392385e-18,2.800600428492507e-10,0.0004601601428790279,222.56650812999993,0.0014550794420746384,6.685967026483393e-07,6.201557742911592e-05,,[266],[2.9690337920000047],9.202732594398423e-10,2.755516071818547e-10,4.543256823362168e-22,9.202732594398423e-10,1
our,5000,5000,49,0.00045949154617637954,0.0001,0.0,1.802745173263604e-18,2.5807295024704615e-10,0.0004601333532395684,226.7906137129999,0.0013967766513434292,6.418070631888581e-07,5.821807880158787e-05,,[266],[2.947732125000016],8.919732285209917e-10,2.5391846508076997e-10,4.302918335229672e-22,8.919732285209917e-10,1
our,5000,5000,50,0.00045949154617637954,0.0001,0.0,1.843522251418941e-18,2.378601493119913e-10,0.0004601081738257052,231.05265979599992,0.0013419782245329618,6.166276493256833e-07,5.472199240915524e-05,,[263],[3.0174691670000016],8.648027089491339e-10,2.3403105191523216e-10,4.610059324043122e-22,8.648027089491339e-10,1
our,5000,5000,51,0.00045949154617637954,0.0001,0.0,1.8307812114746983e-18,2.1930869384401726e-10,0.0004600844718958609,235.3979010869999,0.0012903952736788202,5.929257194813736e-07,5.151382042886357e-05,,[264],[3.0867395410000142],8.390338145924286e-10,2.157782397048361e-10,4.552500952045728e-22,8.390338145924286e-10,1
our,5000,5000,52,0.00045949154617637954,0.0001,0.0,1.8032038162643833e-18,2.031946183467583e-10,0.0004600621423890175,239.92047192099992,0.00124179915253307,5.705962126379381e-07,4.8533493754794007e-05,,[267],[3.2800731250000013],8.145110082294384e-10,1.999235702691482e-10,4.324411645403202e-22,8.145110082294384e-10,1
our,5000,5000,53,0.00045949154617637954,0.0001,0.0,1.833896587468277e-18,1.8777652846027393e-10,0.0004600410663224656,244.3863825459999,0.0011959309168119501,5.495201460860581e-07,4.581134722895447e-05,,[270],[3.240102417000003],7.914334386767339e-10,1.8475368239556136e-10,4.40370891205028e-22,7.914334386767339e-10,1
our,5000,5000,54,0.00045949154617637954,0.0001,0.0,1.797954123262407e-18,1.7406403469647249e-10,0.0004600211596159371,249.16148642099992,0.0011526075810636232,5.296134395575409e-07,4.327158592090474e-05,,[271],[3.4641072499999837],7.698475639822969e-10,1.7126193378106685e-10,4.409173502439838e-22,7.698475639822969e-10,1
our,5000,5000,55,0.00045949154617637954,0.0001,0.0,1.8582282430498565e-18,1.6153321099084617e-10,0.00046000233322474927,253.83144783799995,0.0011116353556887097,5.107870483697348e-07,4.0925054846442064e-05,,[272],[3.384541082999988],7.490440471482734e-10,1.589328325773781e-10,4.554248225038172e-22,7.490440471482734e-10,1
our,5000,5000,56,0.00045949154617637954,0.0001,0.0,1.862354908332679e-18,1.5000773101738115e-10,0.00045998450208693597,258.4113616709999,0.0010728291187477239,4.929559105564343e-07,3.8763146456886665e-05,,[272],[3.2763963749999903],7.288758410314402e-10,1.475928909779974e-10,4.101408833710328e-22,7.288758410314402e-10,1
our,5000,5000,57,0.00045949154617637954,0.0001,0.0,1.789052384471917e-18,1.3956252799550191e-10,0.00045996759658379987,262.79623075399985,0.0010360373577745754,4.7605040742033054e-07,3.675233200119565e-05,,[270],[3.0550064589999693],7.095603898982593e-10,1.3731583591959747e-10,4.575284004596055e-22,7.095603898982593e-10,1
our,5000,5000,58,0.00045949154617637954,0.0001,0.0,1.76318387655226e-18,1.3037928895571494e-10,0.0004599515566464637,267.20183550399986,0.0010011293437541585,4.6001047008414247e-07,3.487188544436047e-05,,[264],[3.188542250000012],6.912739618640617e-10,1.2828042961599089e-10,4.364653472574399e-22,6.912739618640617e-10,1
our,5000,5000,59,0.00045949154617637954,0.0001,0.0,1.8342467608702704e-18,1.2207538326142972e-10,0.00045993632215690823,271.57299325399987,0.0009679742407229424,4.447759805286918e-07,3.312194368147447e-05,,[262],[3.141721500000017],6.7379017944881e-10,1.2011020105832938e-10,4.275962586541675e-22,6.7379017944881e-10,1
our,5000,5000,60,0.00045949154617637954,0.0001,0.0,1.7773752234165257e-18,1.1423735687293022e-10,0.00045992182990619034,276.01049450399984,0.000936434485881991,4.302837298107991e-07,3.150925469406313e-05,,[261],[3.16811020800003],6.573273817844608e-10,1.1239835203298529e-10,4.2916251727105225e-22,6.573273817844608e-10,1
our,5000,5000,61,0.00045949154617637954,0.0001,0.0,1.7965823968443536e-18,1.0690290290355396e-10,0.00045990804147878154,280.5093925869998,0.0009064264748020566,4.164953024020021e-07,2.997993683319921e-05,,[262],[3.2169111249999673],6.415855280213464e-10,1.0518196886564131e-10,4.343564995068043e-22,6.415855280213464e-10,1
our,5000,5000,62,0.00045949154617637954,0.0001,0.0,1.7943257756128263e-18,1.0016064345726001e-10,0.00045989489615733803,284.69691421199985,0.0008778180671982746,4.033499809584962e-07,2.8582499669365754e-05,,[263],[2.8508714589999613],6.265833394549303e-10,9.85482470124194e-11,4.516465883242699e-22,6.265833394549303e-10,1
our,5000,5000,63,0.00045949154617637954,0.0001,0.0,1.7369558827897887e-18,9.416496962076072e-11,0.000459882364356102,289.18916229599984,0.0008505448750354769,3.908181797224468e-07,2.7249272259290385e-05,,[266],[3.262435958000026],6.121843886006642e-10,9.26490921562771e-11,4.6287949361321e-22,6.121843886006642e-10,1
our,5000,5000,64,0.00045949154617637954,0.0001,0.0,1.816535167217784e-18,8.907328173233953e-11,0.00045987041150088813,293.7322749209998,0.0008245316538710944,3.788653245085966e-07,2.5991114555101183e-05,,[268],[3.2678811669999845],5.982064071738731e-10,8.763937078849864e-11,4.622796769449085e-22,5.982064071738731e-10,1
our,5000,5000,65,0.00045949154617637954,0.0001,0.0,1.749128208254599e-18,8.398316679925113e-11,0.0004598589922677158,298.4318631299998,0.0007996797642827985,3.674460913362658e-07,2.4831415300370347e-05,,[270],[3.4299482499999954],5.848250832449315e-10,8.26311970544546e-11,4.459986153099542e-22,5.848250832449315e-10,1
our,5000,5000,66,0.00045949154617637954,0.0001,0.0,1.78712459728213e-18,7.953935136043484e-11,0.00045984807373702864,302.9877075049998,0.0007759175628276934,3.56527560649105e-07,2.3743214486940815e-05,,[272],[3.2397724169999833],5.718460153684604e-10,7.82589186182748e-11,4.476280034067134e-22,5.718460153684604e-10,1
our,5000,5000,67,0.00045949154617637954,0.0001,0.0,1.7394243732981705e-18,7.524937363360014e-11,0.0004598376267841993,307.57575437999975,0.0007531816650374597,3.460806078197623e-07,2.271827028532236e-05,,[273],[3.317772375000004],5.593334452305598e-10,7.403800139860572e-11,4.4452689086844205e-22,5.593334452305598e-10,1
our,5000,5000,68,0.00045949154617637954,0.0001,0.0,1.746801057360225e-18,7.151459795712214e-11,0.0004598276317462351,312.0897760879998,0.0007314292779752947,3.360855698555411e-07,2.1736015893522955e-05,,[273],[3.239541667000026],5.47369983603138e-10,7.036334852900246e-11,4.419845534972697e-22,5.47369983603138e-10,1
our,5000,5000,69,0.00045949154617637954,0.0001,0.0,1.7591114725579538e-18,6.809454814053374e-11,0.00045981805053980066,316.1269142129998,0.0007105775201700806,3.2650436342112786e-07,2.0836517366361322e-05,,[274],[2.7632692500000076],5.357483387399127e-10,6.699835502969699e-11,4.538220434665439e-22,5.357483387399127e-10,1
our,5000,5000,70,0.00045949154617637954,0.0001,0.0,1.751189346502788e-18,6.57671983027816e-11,0.0004598088814230408,320.6275136299998,0.0006906226007898337,3.173352466612732e-07,1.99407499316102e-05,,[273],[3.199420790999966],5.245677857084105e-10,6.470847111143939e-11,4.522069323019106e-22,5.245677857084105e-10,1
our,5000,5000,71,0.00045949154617637954,0.0001,0.0,1.746581582630275e-18,6.277140875133517e-11,0.00045980007199450986,325.1040216299998,0.0006714504775935461,3.0852581813032697e-07,1.9158891632719957e-05,,[275],[3.217221250000023],5.138003056139438e-10,6.176090809144795e-11,4.4205112062905445e-22,5.138003056139438e-10,1
our,5000,5000,72,0.00045949154617637954,0.0001,0.0,1.7736574545573074e-18,6.05732638476905e-11,0.0004597916298267545,329.13623958799985,0.0006530776308553619,3.000836503749371e-07,1.836051855922866e-05,,[275],[2.8133366669999873],5.03314141709201e-10,5.959814915284446e-11,4.546537440293715e-22,5.03314141709201e-10,1
our,5000,5000,73,0.00045949154617637954,0.0001,0.0,1.7503390599830705e-18,5.855594508336278e-11,0.00045978351675362525,333.5533416709998,0.0006354209988743567,2.919705772457177e-07,1.764510835544424e-05,,[278],[3.1696794169999976],4.931075078898371e-10,5.7613305395579777e-11,4.651172989868541e-22,4.931075078898371e-10,1
our,5000,5000,74,0.00045949154617637954,0.0001,0.0,1.7556662323403885e-18,5.641508728922152e-11,0.00045977572223142435,337.7093795049998,0.0006184576352047319,2.8417605504480956e-07,1.6952591636913427e-05,,[278],[2.907220042000006],4.831123460136459e-10,5.550691135263891e-11,4.39306193319324e-22,4.831123460136459e-10,1
